"nama","ulasan","penilaian"
"septidia Dankamu","Maaf sebelumnya untuk Kode pembayaran di gerai alfamart/indomart / yg lainnya sebaiknya tdk memakai Kode no telp... Masalahnya akhir2 Ini Kok banyak SMS2 pinjaman atau sms2 yg menawarkan hadiah yg sepertinya penipuan... Baiknya Kode pembayaran diganti tipenya..... Sebelumnya Terima Kasih atas perhatiannya Semoga tokopedia menjadi yg terbaik","5"
"Muharam Birahim","Akukasi 2 dulu kalau bebar aku kasi bintang 10...ternyata ini penipu jatanya saya dapat samsung tapi ngatau ambilnya dimana.mendingan aku ke toko hpaja utu jelas jelas....dasar penipu","1"
"Rizki Ardi","Tidak bisa memakai kupon karena melanggar . baru juga pakai udah di bilang melanggar .. Sampe sekarang kupon tidak bisa dipakai bintang 1 aja cukup karena jelek","1"
"Jazuli Siswoyo","Informasi baik, Barang tersedia pelayanan pembayaran mudah","5"
"Hikmatul Maulidiyah","Aplikasi merugikan, udh bayar eh malah dibatalkan. Mending aplikasi sebelah, sgt bersahabat ga kyk tokopedia. Ga ush didownload. Belanja diaplikasi sebelah aja. Daripada kecewa. Alasannya ada kesamaan identitas, kalau emg ada poin2 yg tdk memperbolehkan kesamaan identitas knp ga dikasih tau mulai awal download. Pas awal download ga ada tuh poin2nya. Knp juga hrs dibatalkan pas udh bayar. Knp ga pas awal checkout kalau sdh bayar dibatalkan ya rugi lah saya. Udh rugi waktu, rugi uang lagi.","1"
"brilli dave","Pngguna baru dpt brg Rp 0 tapi brg ga Sampe ktmpt sampai skrg .. ke Tokopedia care malah menyudutkan kami... Pdhl TDK ada foto sp yg terima brg... Akhir ny solusi di hentikan tnpa ada solusi apa2 dari toped... Akun baru tp UD kecewa.. auto uninstal... LBH baik shopee is the best...","1"
"supri Yanto","barangny bagus² dan pengirimanya jg bagus?????? semangat terus dan ayo beli disini aja","5"
"Rely Basuki","Layanan yang memuaskan dan punya banyak pilihan produk yg dijual.. Nice job...","5"
"Ginanjar Ganjar","Mau daftar akun gk bisa . Karena dgn alasan nomber HP. Gk bisa di gunakan. Karena udh di pake akun lain. Masa hrus pake nomber togel.","1"
"Andi Nurlina","sangat sempurna dan membantu dalam memesan barang/sesuatu yg diinginkan","5"
"rey naldo","aplikasi ini sangat membantu saya. gak usah cari jauh2. di aplikasi ini udah ada apa yg kita butuhkan.. ??","5"
"Efrem Berek","Ini pertama kalinya sy menggunakan toko pedia Semoga saya bisa menggunakannya sampai seterusnya","5"
"Adisty 17","Banyak promonya dan ga bohong kayak sebelah. Suka banget. Buat tokped terus pertahankan kualitasnya","5"
"Aji dwi Nugroho","Hilangkan pengiriman instan jika keamanan paket tidak terjamin, hilangkan kurir rekomendasi karena seller kadang memilih aplikator kurir yg lambat dlm pengiriman. Tolong dibenahi..","1"
"noer ali azhar","Buruk, keluhan dan/atau complain lama diatasi dan penyelesaian sangat lama","1"
"khoirul huda","Boros kuota bgt sejak ada live video autoplay di beranda aplikasi, sering menghindari buka. Lebih baik buat tab tersendiri dan tidak autoplay.","1"
"EKO BAMBANG EDI PRIMA","terimakasih tokopedia, pelayanan bagus, barang bagus ??","5"
"samino ciptoguno","Bagus dan sangat membantu","5"
"Hermawan Isk","Setelah di update sdh enak menunya, sy blm tahu caranya klo mau komplain misalnya ada kekeliruan","4"
"Herman Hung","Buat apa langganan power merchant berbayar terus dihilangkan logo dengan alasan ini itu belum mencapai target, tidak usah aneh"" deh ya, bukankah itu suatu tekanan untuk para seller, penyiksaan terhadap seller","1"
"Diana Safitree","Parah banget order 0 rupiah dibatalkan Uninstall tipu Tolong google ada pelanggaran di barang rp.0 rupiah","1"
"Dinara Fashion","Katanya udah jadian sama gojek, tapi bayar pakai gopay tidak bisa, maaf bintang 1","1"
"Bung Mahdi","Jika devlopernya tdk sanggup membayar pelanggannya hanya cenderung mintak uang ke rakyat jelata dgn link palsu.sertifikat palsu.perusahaan piktif dan cara kerjanya 90%menipu rakyat itu adalah kategori perusahaan miskin.","5"
"Irpan Muzaqi","Saya mau komplain kenapa sekarang susah bayar uang pendidikan lewat toped suruh sering nyoba secara berkala karena antusias pengunjung banyak saya harap hal ini segara di perbaiki","2"
"Chibay KWB","Aplikasi aneh, 1 rumah kan ga seisi 1 orang doang dan yg install tokped ga 1 orang aja, pake wifi yg sama dibatalin, alamat serumah sm kakak dibatalin karena kedeteksi pelanggaran, dah lah unistall aja gajelas","1"
"Muhammad Said","Baru d instal,blom ada pengalaman,5 bintang ingin lihat apa betul hadiah 1 juta nya","5"
"Ardi Suhardi","cara cari user baru maksa bgt. iming2 hadiah. tp nyatanya di klaim susah.","5"
"akuro kasa","Pakai promo cashback dapat tokopoints/ovopoints, tapi pas belanja berikutnya pakai tokopoints/ovopoints gabisa dipakai dengan promo cashback harus pakai metode pembayaran lainnya. Beda dengan koin shopee bisa dipakai semua promo. Bisain dong pembayaran dengan tokopoints/ovopoints dengan semua promo cashback.","1"
"Fajar Muhammad","Aplikasi nya membantu banget dalam proses belanja di online, terima kasih Tokopedia, sukses selalu","4"
"Melyana Honggowibowo","Barangnya gk boongan. Bagus2. Ori2. Ada no onkir jg. Cepet. Klo problm, gk ribet urusnya.","5"
"Khoiril Adzim","Mau beli pulsa aja harus bolak-balik ke halaman checkout tapi gak kebayar-bayar. Ngeselin...","3"
"Muhamad Judin","Tokopedia sekarang ga seperti dl, sekarang kl belanja katanya cesbek eeeeeh barang sudah sampai ternyata ga adapat cesbek. Jadi saya beli barang di tokopedia berkali2 dan menggunakan cesbek dari toko pedia, ketika saya sudah membeli dan menerima barang tersebut, cesbek tidak saya dapat biasanya kl dapat cesbek langsung masuk tp ini ga sama sekali.","2"
"Kaina_ channel","Katanya pengguna baru dapat barang 0 rph.. Hoax besar besaran... Saya klik dan transaksi berhasil dan udah bayar biaya pengiriman lewat ovoo.. Eh tiba2 dibatalin dari pihak T. Pedia mau ulang lagi gak bisa,ganti barang juga gak bisa.. Alasan sudah pernah transaksi..","1"
"goes dk","pihak tokped harus mengecek barang dlu sblum dikirim agar tdk mengecewakan..trism","4"
"Rahmat Hidayat","mantapp.. lanjutkan","5"
"Mang Utay","Parah penipuan dengan kedok diskon!! Udah pembayaran tiba tiba di batalkan gitu aja!!!","2"
"Zahwah Chanel","Alhadulillah saya bisa masuk lagi ke akin makasih ya sekarang saya bisa beli di 2 toko yang 1.Shopee 2.Tokopedia kadang suka bingung mau beli yang mana T_T mau beli itu tapi nanti dimarahin ( belanja teros !) kalau aku sih gpp yang punya uang tapi gak boleh keseringan belinya gak nyambung ya yang penting kan kasih rating (?3?) ~?~TOKOPEDIA THE BEST~?~","5"
"Taufiq Sobari","Alhamdulillah Tokopedia sangat mengerti keadaan saya..sukses selalu ya terimakasih","5"
"f r","tokopedia bener-bener gila,gila segalanya.. beneran untung belanja disini ,kapan lagi coba dapat diskon 50% belanja disini,di toko online yang lain belum tentu .Sukses trus tokopedia dan tim ??????????","5"
"Rina Wan","Halo Tokopedia. Sistem sekarang kenapa saya sudah download aplikasi terus daftar langsung checkout rp0 itu . Kenapa dibatalkan?? Apakah ada waktu tunggu mulai daftar sampai checkout?? Apakah 1 kecamatan tidak boleh karena yang punya hp banyak di 1 kecamatan?? Sistem macam apa ini!!!","1"
"Tante Airin","Maksudny gmana ni order pertama kok daldo di balikin ya,padahal ada potongan...ini toped jualan bohongan ya,udh isi ovo lagi...aplikasi pertama yg begini","1"
"andika angga","Apk nya bagus banget, banyak promo nya. Semua selalu ada selalu bisa di tokopedia.","5"
"ASR","Lumayan banyak promonya, hanya saja yang saya dapatkan masih lebih banyak promo dari shopee. But, over all I'm statisfied enough, thanks tokped","4"
"reza phalupi","ini gimna. dana toped saya ga bisa cair suruh masukin password terus jadi ga cair²","1"
"Jumanse 84","Belanja online di tokopedia sangat membantu dan pelayanan oke.","5"
"Budiastana Putu","Applikasi ini sangat membantu","5"
"Wakhidin Wakhidin","Huu nyesel bgt download toko pedia pdhl download buat dpt promo pengguna baru tpi pesanannya di batalin sama pihak toko dan tokopedia asli nyesel buang2 kuota aja!!!!!!!","1"
"Reghita Indah","mantappppppp, banyak promo yukk pindah ke lapak hijau","5"
"FeRay D Joker","tokopedia skrg susah bgt.. update harga, update gambar ato update produk selalu kena pelanggaran....","1"
"IRwanz G-Maisty","Udah di update aplikasinya masih gagal aja proses pembayaran via ovo Biasanya gak seperti ini??","3"
"Orang Sontoloyo","Tolong hadirkan fitur darkmode di android, supaya enak lihatnya ga bikin sakit mata","1"
"Insan Muhamad","Seller yg gak niat jualan ditindak lanjut dong, sudah mau melewati estimasi pengiriman tapi barang belom dikirim sama seller, setiap dichat robot yg bales nyesel banget ??","1"
"Ane Tasya lestari","Haii toko hijau untuk jalan lalu lintas diriku sudah mengetahui secara pasti bisa untuk belanja di tokomu sudah berasa nyaman ama dirimu hijau. tapi ku jualan di tokomu sangat membantu perekonomian untukku makasih banyak. #EforderElectro #bebasongkir #wib","5"
"ahmad fatoni","semakin cepat dan selalu update, trs bikin promosi gratis ongkir. agar sllu nomor 1","5"
"Nurhafika","Saya instal aplikasi ini karena tertipu voucher 1 jta tetapi nyatanya tidak ada","1"
"Arief ND","Senang dan merasa aman bertransaksi di Tokopedia untuk bayar keperluan bulanan rumah tangga.","5"
"Rokhmat Faozi","makasihh tokopedia udah kasih free untuk pelangan baru lancar terus tokopedia ya makasih.","5"
"Arunnie Lee","Kecewa atas transaksi pertama. Voucher tidak bisa dipakai, saat pembayaran malah ditolak dan voucher tidak bisa dipakai lagi. Lain kali saya mending beli di aplikasi sebelah!! Jika mau beri promo itu yang ikhlas, bukannya malah dibatalkan. Ibu saya tadinya sudah senang karena mau dibelikan teflon tapi skrg malah sakit hati karena ini","1"
"Love Baby","App mengecewakan, voucher pengguna pertama emang dikasi banyak tapi gak guna. Makainya cuma bisa 1x, nah kemarin aku beli karena barangnya habis 1 dicancel. Jadi gak guna lagi vouchernya. Terus mesan yang lain dibatalin otomatis, dibilang akun melanggar. Apaan coba. Ngapain ngasi promo kalo ujung-ujungnya dibatalin. Terus barang free buat pengguna pertama itu juga hoax, pake minimal belanja. Nah itu kan rp.0, otomatis kamu harus belanja dulu dong. Mending pake shope aja gak seribet ini","1"
"De Guntur Oetama","mohon maaf tok ped kasih bintang 2, karna saya ada kendala tidak menerima kode verifikasi akun tok ped , sudah mencoba puluhan kali tapi tetep tidak menerima kode tersebut , mohon di bantu admin untuk merubah nomor saja sulit nya minta ampun . saya sudah mencoba merubah nomor hp alsanya 1 hp satu akun ini jelas repot kalo kita harus ganti akun maka kita juga harus ganti hp","2"
"Sheyna De","Semoga toko pedia selalu jaya dan tidak mempermain kan orang yg diundi","5"
"Ambo Dalle","Masa mau belanja uang di refund. Padahal udah dapet voucer freeong, ah teknik marketing ini. Voucer hangus, belanja gagal, uang refund ke akun.","1"
"Tony Siamsyah","Beli barang harga total 129k Gak diproses sm penjual dan otomatis batal oleh sistem & uang direfund lewat dana. Tapi uang tdk bisa ditarik ke rekening karna no.hp yg terdaftar di akun sudah tdk aktif , sudah ajukan ganti no.hp sesuai panduan cs tokped tapi ditolak terus. Mau ambil uang sendiri kok dipersulit, sudah login lewat email pun tetep harus verifi no.hp yg tdk aktif. Trus apa gunanya email ? Barang gak dapet uangpun gak kembali Masih mending2 SHOPEE kemanamana BURUK BANGET TOKOPEDIA !!","1"
"Nabila Tatan","Gila gilaaa ! Jangan download apk ini! Dasar penipu, dan gue bakalan ajak tmn temen+keluarga+kerabat² gue supaya ga belanja ke toko pedia, banyak kendala ! Mohon perbaiki dan ""voucer"" hanya sebatas formalitas! Jangan mudah tertipu guys! Aplikasi gk ada otak","1"
"puji pangestu","Sistem tracking di aplikasinya kok aneh ya? Error atau kurang update.. di cek resi antara di aplikasi tokped sama di aplikasi kurir beda..","2"
"Euis Zakiyah","baru pake Tokopedia. ada belanja 0% buat pengguna baru. semoga benar. baru pakai ini,jadi aku kasih bintang 4 dulu ya. nanti kalo sudah terbiasa pakai aku ganti jadi bintang 5.","4"
"Panji Irawan","Aplikasi gak jelas/pemaksaan baru buka udah nyasar kemana2 ke WIB,ke pulsa GAK JELAS/PEMAKSAAN !!!!","1"
"Khamim musafak Musafak","Baik apakah kotak itu asli lalu caranya gemana","5"
"Havier Christian","Sy. Pesen. Kaca. Mata. Ples. 2.75..eh. diksih. Yg. 100..","5"
"Sinta Dewi Lestari","baru download jadi kasih bintang 3 dulu, kalo baik nanti insya Allah di tambah lagi bintang nya..","4"
"Nugroho Hariadi","Barang"" nya ori gk seperti toko sebelah??","5"
"gamer srast srast","Aku sih sumpah ini penipuan!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!_-"";$+#:#7;""!&!'!!!!!!!!!!!!!36#638$!-""+_!_-;_!#!*;&#-+#$!$;$?!$;* z znddd","1"
"Andre Tanoto","Customer servicenya lambat sekali","1"
"Hani Fatul Khoiriyah","Terimakasih Tokopedia telah memberikan yg terbaik untuk saya untuk itu saya beri BINTANG LIMA belanja ditokopedia seru terimakasih ????","5"
"Yani Suryani","tokopedia paling terbaikkkkkkkkkkkkkk tolong jgn berubah seperti si oren makin ga enak. ayo maju terus tokped ??","5"
"Fanny Arfaddin","Maaf ya tokped, mau laporan nih kalau emang sekiranya voucher ga bisa di pake buat bayar karena ada akun lain plis jangan bisa di check out, uang emang bisa di refund tapi kasian kalau orang baru pakai bakal kaget, saya juga ga tau akun yang dulu masih berlaku, tolong bangett kalau emang mau warga indo pake apk ini tolong kasih pelayanan terbaik, ini nih alesan orang lebih pake SHOPEE punya luar lowong punya sendiri malah ga ngasih pelayanan yang bagus","1"
"Prasastya Ningrum","kenapa ya setiap pencet bayar, layarnya jadi blank putih dan kembali ke beranda? padahal baru saja diupdate","1"
"Saabdillah Abas","Parah banget sih, order baru pertama kali, udah sesuai peraturan, pakek voucher yang dikasih tokped sendiri, bayar lewat Alfamart, eh dibatalin sendiri oleh Tokped, gimana sih, mending ke sebelah, lebih bagus sistemnya, gak bisa batalin sepihak, terima kasih.","1"
"Tria Hariani","belanja d toko Pedia sangat mudah dan menyenangkan","4"
"Eny Nee","Tlng donk kalo nyelesein mslh pengiriman jgn bertele tele.pesen di HOME GARDEN INDONESIA dr tgl 4 sampe skrng hasilnya nihil.ga dapat barang uangnya jg blm kembali.statusnya ngegantung bgt.nyesel blnja d sini.","1"
"susy ariska putri","Selalu hrs un install biar bisa dipake .. alasan selalu tdk tersambung internet .. pdhl data nyala ganti pake wifi juga sama ga bisa .. kenapa sih tokped ??","3"
"Kinzo","tempat yg aman dan nyaman untuk belanja online ya cuma tokopedia","5"
"Jamillah 123","Tiba-tiba barang di batalkan tanpa sebab saldo tidak bisa di tarik harus bikin kata sandi padahal sudah di bikin merugikan pelanggan stupid aplikasi","1"
"Sekar Arum Kinanti","Aplikasi nya sulit dipake dipahami. Navigasi nya membingungkan terlalu bnyk yg ditampilkan Enakan beli di ecomerce sebelah","2"
"Nur Abdurahman","Tolong dong admin hapus sistem COD, kasihan para kurir pada kena marah sama custumer yang ga ngerti tentang COD. Tolong hapus min.","5"
"Kenzo Keano","Tanggapan lambat untuk seller gk bertanggung jawab","1"
"Fajar Rizqi","Tokopedia ini lucu. Duit ya duit kita sendiri, mau belanja dibatasin. Contoh, saya mau beli vape, cerutu, ga boleh. Elu siapa hah?? Tuhan..??! Tau diri dong. Terus kalau ga boleh, kenapa itu barang muncul direkomendasi?? Ga usah gitu bro, , bebasin aja semua..","1"
"Kenzie Yafiq Hamizan","Sudah lebih baik. Sudah mengakomodir buyer agar tidak dirugikan krn harus 2 mngeluarkan ongkir utk retur brg krn kesalahan seller. Tnggl akomodir agar seller tdk dirugikan oleh kesalahan buyer. Berikan opsi utk menerima atau menolak retur brg yg dikarenakan kesalahan buyer. Semoga segera di realisasikan.","4"
"Epul Aliencoh","apakah bener saya mendapatkan hadiah","5"
"Msyukur Syukur","Sangat membantu , dan banyak discon dan bonus , terima kasih tokopedia selalu di hati","5"
"Den Wira bjb","Semakin lama semakin lambat respon cs kalau lagi komplin","2"
"kelola roblox","Wah akudapet robux di iklan robux geratis aku terima kasih pada iklan ini","5"
"Slara Sami maryunih","baru gabung semoga banyak pilihan dan promo ny ya ...","5"
"Assyifa Nur Azzahra","saya suka sangat bagus","4"
"Elan Suherlan","wahh enak nih apk tokopedia gak ribet kaya apk sebelah ?? mantap deh pembayaran juga bisa tf via ovo cash enak makin betah pake apk inih, smga makin sukses deh apk tokped inih amin???? mksh","5"
"Day Hidayat","Masukan untuk tokped, berikan fitur jualan voucher/produk digital tanpa ongkir dong. Saya desainer grafis pengen jualan produk-produk digital","5"
"hj ilham","Hai tokopedia promo belanja gratis saya tidak mau akhirnya nanti bayar otomatis saya komplin itu disuruh pilih meja makan mahal harga kalau di suruh bayar saya tak punya uang maaf untuk toko pedia","5"
"Yaafi Tsaqiif","Toko pedia banyak iklan di bulan ramadan","3"
"INFO Terkini","Klu informasi dapat Voucher di tokopedia jangan percaya. Itu penipuan.","1"
"Wijaya Aris","bagus membantu pembeli klo produk yang dibeli terpercaya","5"
"RINA EVALIA GULTOM","Mantabh nih kalo beneran dpt gratisan buat pengguna baru","5"
"Tutun Turmudi","Aplikasinya bagus banget.....!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;;;;;!!!!!!!!!!!!!!!!!!!!!!!!!!!;!!!;!tapi boong hayuuu palpalepaleee apk nya jelek kok","1"
"Alief Ronald","ga simpel sm sekali. Harus lebih baik dari kompetitor klo ga mau ditinggal pelanggan.","3"
"Ane Novianti","Males bgt.. Dpt voucher sekalinya dipake lgsg dibatalin otomatis..","1"
"Dedi Dedi","Jempol deh ..buat aplikasi ini","4"
"Nurul Cans","kalo gak niat kasih promo gak usah kasih promo.","1"
