,nama,ulasan,label
1287,Kevinn Dwi hermansyah,aduh bagus suka coment kaya gila buruk boong hayu,1
1288,Acil Ida,bagus banding adalh sellernya amanah suka pelit gratis ongkir karna sngt bantu pulau jawa promo casback diskonnya smakin hemat smoga sllu promo kasih kasih,1
1289,Iwan Oyodt,isu rugi pembelidan untung jual bukti bayar menit batal salah produk alamat terima ganti bisadi tolak nunggu respon jual beres contoh orangeshopee layan langgan bijak,1
1290,Salim Supa'i,langgan puas layan kurir ramah sopan,1
1291,Putri pubearvv,payah beli pakai someday estimasi tgl skarang udh tgl dibatalin tgl estimasi dana otomatis saldo diemin parah kecewa sma seller sma tolopedia bagus basis sistem mending marketplace belah,1
1292,long iwan,sya suka,1
1293,Syarifah Habibah,peguna baruu coba bagus engga liat komentar bagus kasih bintang emang bagus tambahin bintang donlod sangatt bantu sukaaa terimakasih kembang baguss,1
1294,Ismail Harman,kirimi email voucher jt arahkan voucher kecewa tokooedia relevan cari konsumen profit,1
1295,Latisyakila Official,dapet voucher preeet,1
1296,Matlam Efendy,bagus jual lengkap,1
1297,GALIH PRATAMA GAMING,nyampe kasih bintang,1
1298,Mustofa Ahmad,puas hadiah whaha wahihi,1
1299,arfi prasongko,kasih kasih,1
1300,One Panjalu,ku aman banding onlain sempurna mudah paham lacak paket mudahadmin sigap cpt tanggap keluhanprogram gratis ongkir mantap ongkir murah cash back pointkurang cobamikir,1
1301,Aditya Ramadhan,uji kualitas,1
1302,adrianus aris christian,bagus banget tengkyu,1
1305,SlowedSong,komen nipusaya uinstal,1
1308,agus setiyono,layan senang,1
1309,Miss Ana,muas pesan batal niat promo kasih voucher ihklaskan uang tarik minimal tari berkah,1
1310,Indira Putri,suka suka suka promoooo,1
1311,All About,tokopediaa poko bagusss bngt voucher gbisa dipake liat tanggal tipu pdhl harga mahalll ak bli suka blinya gosah karna emg kakaku tipu stoe kakaku beli kirim paket dtng aneh banget cas earphone ttep pakei slhin slh pnjualnya,1
1312,Basyir Sulaiman,untuknpelanggannta,1
1313,Govin Hari,bagus banget promo rp ongkir gratis top banget sukses,1
1314,Kentung besar,bantu banget beli elektronik,1
1315,Zainal Arifin,bagus,1
1316,Anita Mukaromah,mudah pakai,1
1320,Ragilita riski,suka bagus vocer pisa pake gerat ongkir vocer gerat ongkir minimal nelanja kece karna tolong vocer bagus vocer job,1
1321,Mohamad Safe'i Ma'arif,mode gelap kasih kasih,1
1322,Julian Fachrizky,mending baja shopee lazada ajad sni bklan bnyak kecewaaplikasi karya anak bangsa nipu bangsa sendiriiklan sesuai realita,1
1323,Xiao Mi,dana refund dana tiket pesawat refund tanggal feb nilai refund juta estimasi ud dana refund kuatir sedia menunggupertanyaan ud sekian tungguin mao tungguin ad kepastiannya dasar curang,1
1324,Edi Umar,senang pesan ditokpet karana amanah pesan terimakasih,1
1325,Bonie Andreas,bagus recoment banget beli latih prakerjaterima kasih terimakasih prakerja,1
1326,Kantun mamanadia,tanggung balikin asuransi bln dibalikin lempar tggung jwb msa brg hilang dignti,1
1327,wulan Rahayu,waw senang,1
1328,Helmi Bamzaham,susah buka lacak pesan coba buka link error,1
1330,ismi Ghozali,buruktransaksi beli murah dikirimsdh komplain kirim kecewa,1
1331,Mahardika Ihsan,amri udh email parkir bank hidup tunggu bank muamalat kc puri indah parkir muamalat parkir muamalat parkir muamalat parkir muamalat cengkareng mobile hidup tunggu rumah sakit milik informasi komunikasi hidup indmasuk parkir lintang,1
1332,bang jali,sms telkomsel ngasih situs iming iming bintang bintang ku hapus banget,1
1334,Beban keluarga,bagus dapet harga rp,1
1335,Eko Febri,blanja tpi smenjak admin tanggung dana kirim suruh menung saldo gakkembali uang lari msok alir dana admin lari dana aneh alasanya mnerima konform jual padahalrek pakai rek smpe skrng brang uang kembalo payah,1
1336,Puguh Suharjo,bagus sayang copy interface,1
1338,Nuurul Fitri Hasanah,user friendly promo lengkap berdiskon,1
1339,Aryni Sayang,syukur tuhan,1
1341,Helmie Andreawan,salah beli gunain promo promo dikemanain chat jual mending cod bayar rangin emang salah gunain promo,1
1342,Lala X Lily,keren lanjutin point yak,1
1343,Alfridus Ariyanto,bagus banget pokok,1
1344,Ginger Tortè,promo kupon hilang pemberitahuan selesai bayar batal alas beli anggap salah atur kuponnya pakai tarik uang beli batal biaya admin segan seller tunggu pesan batal beli,1
1345,Darnoto Kasan,baja mudah pake repotsiip pokokehhh,1
1347,henry faisal,top up emoney saldo emoney minggu komplain pusat bantu bukti bayar transaksi karna topup emoney gerbang tol kadang slip bukti isi langgan saran top up emoney,1
1348,Zeta Jasmine,surprise banget dapet tokpeddari belah php doang fasilitas barunyapokoknya sukses tokpedterima kasih,1
1349,Anugrah Hikmawati Rizki,hebat banget,1
1350,Wulan Damore,gunaiin sesal,1
1351,Sapria Sapria,paket internet gb tokoh habis paket,1
1352,UZUMAKI NARUTO,terimakasih beli mouse gratis,1
1353,agietya prakoso,kasih kasih membantubermanfaatdan aman,1
1354,farida fahmi ida,kasih kasih hebat,1
1355,Aah Azizah,pesan ko ngirim alamat pake gps,1
1356,MALIJI Wae,keren gua suka banget mantap poolll,1
1357,Habibi Bibi,hadiah,1
1358,Riski Jayaindonesia,kasih bintang kaya teman komentar biarin turunin,1
1360,Teguh Firmansyah,percaya,1
1361,Rosmiati Ros,senang voucer,1
1362,Efdi Supiandi,gampang erti,1
1363,Yuda Lukas,tolong simak keluh transfer hri senin tanggal rabu habis meresfon pembrlian bantu knp jawabanya muter mulu kmna uang transfer kembalai,1
1364,Agam Fahreza,mantep kalah tarik bnyak promo,1
1365,jodohnya jhope BTS,suka banget diskon promo potong harga ongkir jugathank,1
1366,Ahmad Erdian,bayar diindomaret dana direfund saldo refund kirim rekening tolak uang biaya admin ambil pake,1
1367,Yustinus Wagino,senang bantu,1
1368,Naia Salsabillahkg,msih aman sihbnyk voucernyatp klaim hadiah google voucer jt ko tipu gimanaya ngerti dehtungkatkan kualitasnyamaju,1
1369,Maykel Kalesaran,kurir anteraja,1
1370,Redi,abis bayar dibatalin dana refund saldo cuman tarik pake rekening bank,1
1371,al zaeva,manfaat,1
1372,Sarah Umboh,layan murah time kirim muas mancity,1
1373,Rara Azzahra,terimakasih bantu perokonomian masyarakat indonesia,1
1374,Artin Artin,manfaat jaya,1
1375,Adi,powe bank gratis,1
1376,Nur Fauziah,bagus bener bener produk rp,1
1377,kitoy kancil,mantap pa sukses,1
1378,Teguh Tw,pembayatanjadi errorhalaman ditwmukan,1
1379,Siti Nurjanah,keren rekomendasi banget suka banget promo diskon,1
1380,Aisyah Isa,tolong tanggap klaim beli token listrik status hasil input gagal teruss,1
1383,Atang Andhika,tulis bebas ongkir tetep beli ongkir mantap tingkat layan konsumen kecewa bohong amanah oke,1
1387,Dimas Narto,suka ditokped,1
1388,agusfarangga 2701995,bantu promo,1
1389,XD?AbdiGame?,maaf nyaman inikarena macet instal,1
1390,Echo84 Phondokhopi,susah loading koneksi putus cek jaring internet oke lola,1
1391,Agus Tri,bagus boss maaf penguna bingun ajar mudah mudah cepat paham,1
1392,Imam Baihaqi,kesini menbuat nyaman jaring mlulu halaman kebukanya sinyal bagus buka oline belah lancar casbacknya sakin batal otomatisnya,1
1393,Adara Pramudita,bagus uang tf saldo,1
1395,Putri Anjani,promo siapayg ngasih diskon siapamanipulatif apahadeuuhhhh,1
1397,Den Mpo,indonesia ganggu koq buka tutup syarat promo utama ongkir jarang ketemukan beda belah beda withdrawl cepat ktimbang belah saran tingkat promo ongkir syarat belah mngkin tarik minat tahan skrng bagus hhee,1
1399,Roysunansaid,kecewa transaksi pesan tibatiba batal akun curang coba jajal pesan diskon baca transaksi pokok transaksi alias batal,1
1401,Olie Simbolon,bagus mudah paham trimakasih,1
1402,Aliya Bws123,kasih kasih beli latih prakerjasangat manfaat,1
1403,Junaedi Jonnet,mantep cari minati,1
1404,Ahyar Rosidi,bantu muas,1
1405,Muhammad dedi saputra Dedi,aswrwbtokopedian terimakasi hadiah henpondan kluarga sgt bahagian sllu sukses maot pisah dgan plangan indonesia,1
1406,Andriyono Khan,kasih bintang dapet traktiran gratis,1
1408,Suherman Sukandi,mudah praktis transaksi milik aman tingkat percaya,1
1410,mas yudi,pokok mudah ribet,1
1411,abi zahid,lancar gampang bagusssssssssss,1
1412,Nur Habibah,downloadditawarin banyaaak kupon pakai kupon ehehehkupon dipake,1
1413,Doni Cahyo,kecewa dapet promo pakai sukses bayar batal sistem alhasil bayar direfund saldo nyoba beli daan kupon promo dipake otomatis duit jebak saldo saran promo sesuai sk unavailable pakai batal bayar promo olah main isi saldo beli promo,1
1414,Imam Bogor,bagus beli nunggu fitur suka,1
1415,Sobionedra Channel,sinyal bgus koneksi,1
1416,Didin aji,gilaaaa puasss banget langgan shopee pindah aps ongkir gratis minggu,1
1418,yan'z88 _,parraaaahhhh niat kasih gratis udh pesan batal otomatis turun rating,1
1419,jeje Chance,ditokopedia sungguh muas,1
1421,Reffy Radiansyah,mantap amanbuanyak bonus,1
1422,Rozakier@gmail.com Zakir,blanja pake bener gampang mudahrespon seller cepat tanggapyaa tokcer urus,1
1423,NJ Gaming,bintang gratis annya up,1
1424,Velawati 19,kasih hadiah slalu butuh transaksi ribet suruh douwnload aneh,1
1425,Safari 04,safari safari bayar,1
1426,Dessy Yunita,kasih kasih cepat mudah transaksinya,1
1427,Anita Ulfa,biaya ongkir murah,1
1428,Alpa Heri,anjingg kredit arahkan app semuah nohongg taikkklahjh,1
1429,Iktus JC,seller usul sistem pickup atur alas bbrp dialamat akibat pickup ongkir ubah konfirmasi seller dipotongdiambil selisihnya uang jual cair kecuali anggap hangushilang,1
1430,IFAN EFENDI,mudah maju amin robbal alamin,1
1431,Kmazz packaging,kecewa beli uang dibalikin manipulatif transaksi pdhl ngapain refund truss pake voucher gabisa huftttt diperbaikin minn maaf kasi bintang,1
1432,Adit Prasetyo,bagus bantu kembangkn usaha onlien,1
1433,Sugi JW,beli smartphone keren diskon,1
1434,wasilah khairun,puas tokopedi tida akam pondah tokopefia mantap,1
1435,Agustine Uyang Wulandari,langgan nyaman belanjakenapa kesini ganggu rumah topedjadi keseltolong langgan setia kaburr,1
1436,Novia Nurul R,dapet rp,1
1437,Muhammad Abdullah,terima hadiah,1
1438,Risca Indriyani,keep moving bener kasih status kirim jual kurir,1
1440,Ab Fishing,alam oertama,1
1441,Amz Rahman,kecewa lazadapengguna gratiskoq batal transaksinyapadahal keluarga daftar,1
1442,Dian Rtrw,voucher jt kasih bintang terimakasih,1
1444,Bagus Adjie,errorpaketan wifi buka browser bisatapi buka koneksi internetmu ganggu mulu,1
1445,Nana Priatna PB 2,daftar pilih gratis mantul ngasih bonus langgan mogaberkah barokah aamiin,1
1446,asid vandorezzz41,mksih bagus ad gratis ad mles gni,1
1447,alex Lesmana,makasih bantu thnks,1
1448,Iim Rohim,mudah mudah beneran gratis daftar baruterima kasih,1
1450,Ramadani Al Qodri,nanya gakitu rp gratis ongkir install rp beli kasih kasih,1
1451,Radi Wp,mantap ku suka ajh,1
1452,Camuli Bomboys,suka apl kasih diskon casback tanggung mantul,1
1453,Roman Purple,mantap baneran akun bonus beli rp sukses kasih bonusannya,1
1454,Wahyu Setiawan,ambil hdiah sruh tokopet abis booong doang mutu cmn srh dwonld mending dwonload kecewa,1
1456,Metty kid,mudsh transaksi bayar pdam internet pdam daerah kasih kasih,1
1457,megi anto,bantu musim pandemi kasih kasih,1
1458,ACHMAD SYAUQI,bagus event panen telurnya dibanyakin hadiah tokopointnya maksimal semangat ditokopedia,1
1463,Mitha Ferry Cahyono,tipu merek beli merek mahal mlah kirim merek kwalitas beda murah,1
1464,Ayahreyhansulis Setyobimo,bantu pesan ecek publikasi pajang gambar kasih kasih,1
1465,Enjang Kurnia,mantap market produk elektronik murah recommended,1
1467,Danti Ika,adaaku panen telur ngga masalahkalo voucher gratis ongkir cashback checkout terimakasih,1
1468,Ida damia Rahmi,mudah pesan pandemi mending pesan rumah aman nggak papar cov,1
1469,Dedi Sunardi,murah komplit,1
1470,Cindi Aulia,bagus gaada kendala jga kualitas thankyou,1
1472,Drafery Christopora,tingkat harga murah jangkau terimakasih,1
1473,Rafli Syahputra,mantap perak,1
1474,moch sodiq,layan bagus,1
1475,Elang Nurjaya,bantu mudah promo diskon tarik belah,1
1476,Abdul Somad,tes pake klau lazada bener kirimannya sen mala,1
1477,Agus Rianto,bantu bnget,1
1478,lee_oxo_ coo,voucher beli harga bayar bayar ongkir doangbarang gila lengkap,1
1479,Dede Sukarna,kaya tinggal truss buka blanja makasihh,1
1483,Ade Keling,cih tpi sya terima hadiah,1
1484,asan acong,coba tikopedia kirim amanah,1
1485,Irfan boy,maju bangsa semangat developer,1
1487,Redha Hayati,muas,1
1488,newbiean badung,kasih kasih traktirannya,1
1489,w,mantap pakai puassss ongkir murah vouchernya inti nyesal,1
1490,Hidayat Syaeful,belanjanya nyaman,1
1494,Mega Wati,cepat praktis trimakasih,1
1495,Yuni Fitriyah,kasih kasih fasilitas aman,1
1496,Jufran Ran,bagus bertransaksi tanggung,1
1497,Muhamad Fadli,jelasmau buka loading banget pdhl koneksi jaring stabiltrs tolak pikah,1
1498,Arkan Banu Satria,paksa upgrade upgrade koneksi timeout ganggu jaring buka marketplace lancar pake jaring internet alih shopee,1
1499,viska anzen,pakai bingung,1
1500,Dwi Irawantoro,tipu hadiah link sebar browser voucher buka noooll,1
1501,DT,dagang gue laris makasih gratis iklan ribunya iklan gratisandi tunggu,1
1502,Shella Hardeska,skarang lot koneksi time paket full pake buka lancar gajelas,1
1503,Muntaha Ridwan,semenjak ponsel samsung terkoneksi data internet oranye merah aman aman,1
1504,Devi Prastika,kecewa promo klaim langgar sk pesan batal bayar,1
1505,didi soetardi,juni juni beres seharusnua terupdate,1
1506,Lukih Larocha,tolong diupdate belanjajualan lapor koneksi time melulu,1
1507,Chudori Tegal,kadang bingung promo gratis ongkir transaksi suruh pilih jasa kirim,1
1508,Roisatul Umi Azizah,bagus hadiah bagus bagus harga ongkir mahal mahal,1
1509,??????,updatemakasih promo gratisnyagak nyangka cepat perkiraankualitas produk mengecewakansemoga sukses sayang indonesia,1
1510,nonton video,kmren buka muter doang pusing,1
1511,meilita arzita tirza,suka pakai mudah,1
1512,hosea saja,topad pemancarnya gede susah buka saatau login buka lancar buka,1
1514,Brainbot,sulit buka apknya,1
1515,Nuraidah_sh 23,bener bener mudah disni bonus,1
1517,Lisna Ardhana,jelek time teruspadahal jaring bagus pembaruan lelet,1
1518,Wids,koneksi berat diupdatepayah,1
1519,Muhammad Bagus Rizqy90,dancokk pake ajah lancar ajahini ajah koneksi putus trussmau top up ajah susah matidah bnyak seller jelasdalam kecewain seller beda,1
1520,kawabu monce,bagus program cod bagus,1
1521,Silvi Silviani,transaksi pakai mudah proses cepat mantaplah rekomnd,1
1522,Muhammad Zidan,tokopediaaku pantun mu beli hadiah dubes best,1
1523,M N C Mas Noerr Channel studio,kecewa karna langgan produk pesan rusak sesuai bagus mudah sesuai mitode persulit karna untung langgan,1
1524,Dyah Caturini,unduh vocer diskon pakai beli sendal bayar notif transaksi batal langgar,1
1525,Lihin Solihin,sngat suka all pake kecewa thebest,1
1526,Dwi Sugiyarto,lancar aman,1
1527,yudi gumbira,rating kurir kurir pesan lempar riskan pecahrysak,1
1528,SQUAD CAT17,sinyal kuota banyakko koneksi ganggu mulubuka youtube lancar sayaada,1
1530,Muhammad erick Tohir,bantu berblanja,1
1531,Andri Ujang,transaksi batal otomatis sistem alas langgar syarat promo pke kode voucher,1
1532,Tunggal Makmur,lemod susah jaring bagus anjriiitt,1
1534,Putu Novi,kecewa banget tokopediasya pakai dibatalkankarena melanggarmelanggar cobaapa karna sya pakai voucherklo benarapa fungsi vouchernyauntuk formalitas ajadasar voucher gunacukup sya pakai,1
1535,Echi Bocexs,bantu thnks,1
1536,mikaela andrea,time mulu ngapa,1
1537,Hans Kurniawan,belah lz buka web ujungujungnya kesini sii redirect kyk bgitu emosi,1
1539,Djong harianti,kmrn lemottt buka nyanknp pdhal udh,1
1540,Salsa Salsa,mantap kirim cepat,1
1541,AIJ official,lemoot,1
1542,Emmanuel Tular,sore,1
1543,Aiemz El ahadi 'asyaro,berat banget baharu loading mulu aneh banget ngeselin,1
1544,Endang sayuti Endang,manfaat,1
1545,Cii Angella,paket nyampe nyampe hri stu tulis nyampe hri,1
1548,KLIK CHANEL,app mnurutku nyaman dana ongkir sulit,1
1549,uchil fiyan,beli cancel uang dana tarik pnya rekening bank,1
1551,Rexy Prasetiya,lelet inibagus shoope,1
1552,Gensta Agung Wicaksono,koneksi internetnya susah yaak nyoba youtube lancar sinyalnya jaringanny,1
1553,Ery Alviani,bayar ko liat bayar gaada,1
1554,taur ™,rusak buka,1
1556,Anam Malik Ibrahim,aktif filter tampil produk tampil nyaman pke,1
1562,Aas Wasiah,komitmen percaya,1
1564,Ameeka Family,kendala tolong downserver td pagi stlh install bagus,1
1565,Agus Miftahudin,ko upgrade ngga ngangkat yaloading banget noton youtube lancar lancartapi doang yank ngga lancar tolong lancar dongpadahal setia udh lancar bintang full,1
1566,Wanto Uus Chanel Gaming,lancar sesuai kasih bintang,1
1568,Wawan Hermawan,fitur promo gratis ongkir,1
1570,Manuel Tanati,situs lembar kirim alamat hadia kirim alamat tersebutjagan kirim hadia,1
1572,Adhi Liem,hitung minggu mengirimmenerima chat hubung cs balas tolong akun gara sepele,1
1573,khoirull Anam.,top up diamond ff rusak,1
1574,Kaila Raissa Putri,maaf jaring lag tpi knp buka loadingtrs buka shopee,1
1575,Arredo Suryana,bagus bagus cepat proses kirim harga jangkau kasih kasih tingkat,1
1576,ria adjha,nggak kecewa tks maju sukses,1
1577,Syaqilla Aurora,tipu transaksi indomaret hasil batal saldo dasar tipu mending shopee dibatalin shopee duit tipu,1
1578,Mas Giran,bagus mantap,1
1580,faris nabil,bagus robux,1
1581,xXxFaisal GG,mantap smoga sukses kirim cepat,1
1582,Suher Pratama,bagus,1
1583,Mohtiar Tiar,hadiah bobongresting kecewa,1
1584,Sabila Ataya,senang gratis ongkir cashback,1
1585,"hreek sp.,mp",bagus wsktu,1
1586,Sanhas Channel,hi servernya tolong perbaikikarna susah time voucernya tolong mudah,1
1587,Jeng Kohl,cocok manusia ribet,1
1588,58_Puji Astuti,koko suka obat robot roblox roblox koko kasih bintang nggak bisabisa mabuk kuku,1
1590,Abah Jenggot,buka apli kasi kunci,1
1592,Eka Gentzhae,produk tawar lengkap proses cepat aman transaksi jamin jamin refund dana produk beli konsumen akibat salah sellerpihak ekspedisi khawatir,1
1593,Warung Limbah Channel,voucher gratis ongkir produk,1
1594,roes_ noerd,buka akun nyoba gratis,1
1595,agus riyanto,blanja gampang pilih nyajd hrg saing,1
1598,yosua alexander,pesan beli tbtb dibatalin voucher gratis ongkit diskon hangus chat cs balas bot uda chat cs balesnya mati tingkat kualitas costumer kecewa pantes lebig diiminati karna layan bagus cs ramah kecewa pake,1
